text,wordcount
not much of a hike but im seriously trying not to spend money right now let me know how it goes sorry i cant make it,26
my first day here well ill see how twitter is  but atm germany rocks with mtv at nuremberg and rock am ring and rock im park,26
why i feel like my life is going down the drain sometimes it feels slow at others so fast it hurts to know whats gonna happen b,27
i am pleased you enjoyed the film i am hoping to go might end up going on my own as its not chriss type of film,26
its after midnight and it has been a loooooong day did i mention my kids out of school now  whewwhy cant i have that kind of energy,27
traffic far as the eyes can see not moving at allguess me amp brooke werent only ones who thought the beach sounded like a good idea,26
just booked our holiday just a shame i cant take my baby cos she is on holiday with her mum at the same time and she got in st,29
i am no fan of cheap people i have a family sitting at my bar that apparently thinks its ok to bring their own food to a restaraunt,28
i also invite to give me your reviews once you read my book quotthe power of gratitude the inner and outer tools to create a better lifequot,27
im comeing home i dont no the word nut what ever hey go on youtube and she lucymaddisavannahtv and you will be like this is cool,26
is going to church and then up north in da ghetto to spend time with old people  o i gotta do my homework up there gtxo me bad,28
i installed win version amp it worked fine at st but one of the recent updates killed it  sure they will fix soon may be just me,27
lol and some of u celebs talk damn muchdang makes me qq at u in a diff light foreal the stuff you be typing is like oook jus sayin,29
going to buy disney etc tickets today less than  weeks and i will be there  got a few last min things to buy too need some lunch out,28
i got me one outfit for gym class  and got this awesome  sleeveless jacket  and a tank top with the muppet animal on it for  wooters,26
i know im so mad that i dont have hbo so sad  but im soooo pumped for glee to start its hilarious see you this weekend woo,27
im goin down to d membersonly private lounge now to surf d webbie heard bfast wud be awesome tmr i lt their croissants n lil kebabs,26
not gonna lie thomas was my nd fav awww i really do wish he never left but i know he is happy and thas all that matters,27
ba dieu qua chua bao gi cho toi ma  the la dang o vn roi phai ko hay toi toi ru ly qua nha tham ba nghen,27
anyone else sun bathing iv had to in for a bit i burn easily and sun stroke gets me if im out too long  loving the weather though,28
ok wel now im even moreee gutted i cant go lol  i go on away the nxt day times r bad  this years will b the best i think x,30
a roller coaster of emotions in  hours  from sid amp his pens great game to the loss of my dear aunt polly to als  sad day today,27
mmmmm bank hol nice  but not  me  lol ah well domestic bliss  now i need a sound track for the day quotsinner manquot by nina s,26
the luck of the irish was not with me today despite the origin of my name and the fact that i wore my irish green tshirt,26
do u have to be revered to the little red carrangers to be able to get it  too much lotro its mixing up with rl now,26
i have to say our texas sigma pi lone star reunion is going to be a blast this saturday to bad it is only monday night,26
hanging out with my dad today we gonna swap music talk about books wev read and hike up the mountian  going to be a great day,26
kevinlove  u might wanna ask her more about it though cause im not a member of team jonas  wish i were but the whole cost thing,26
im using an n best way to use twitter on it is the mobile site trying to convince one of my parents to take it off my hands,28
